video_title,author,comment_text,Cleaned_Comment,Sentiment
Java Tutorial: Variables and Data Types in Java Programming,@angadsingh711,-(2^8n)/2 to (2^8n)/2,28n2 to 28n2,neutral
Java Tutorial: Variables and Data Types in Java Programming,@tabassumparvez6877,I love your method bro,I love your method bro,positive
Java Tutorial: Variables and Data Types in Java Programming,@sanjay8256,Software for ipad pro ?,Software for ipad pro,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Let_us_enjoy_coding,-2^8n-1 to (2^8n-1)-1,28n1 to 28n11,neutral
Java Tutorial: Variables and Data Types in Java Programming,@arpittyagi5806,-n^64/2 to n^64/2-1,n642 to n6421,neutral
Java Tutorial: Variables and Data Types in Java Programming,@koffeewithkushal,-(n power 8)/2 to (n power8)/2 -1,n power 82 to n power82 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Dr.Gangster,Thanks sir❤,Thanks sir,positive
Java Tutorial: Variables and Data Types in Java Programming,@Unknownhacker10100,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@amitrana6841,Amazing java course🎉,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@vanshrajdev3239,thnkuuu sirrrr,thnkuuu sirrrr,neutral
Java Tutorial: Variables and Data Types in Java Programming,@jungledreams7209,-2^8n/2 tp 2^8n/2-1,28n2 tp 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@jaiupadhyay9970,"<a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=1092"">18:12</a> <br>1 byte =8 bits <br>Range = from 2^8 to 2^8-1<br>N bytes range = n^8 to n^8-1",1812 1 byte 8 bits Range from 28 to 281N bytes range n8 to n81,neutral
Java Tutorial: Variables and Data Types in Java Programming,@shallii2909,Best course,Best course,positive
Java Tutorial: Variables and Data Types in Java Programming,@manthanbro6537,-2^8n/2 to 2^8n/2-1,28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@surya_suraj3548,Day 1 over,Day 1 over,neutral
Java Tutorial: Variables and Data Types in Java Programming,@roshikashahi3600,Thank you sir,Thank you sir,neutral
Java Tutorial: Variables and Data Types in Java Programming,@azadpakistan8324,So Amazing Java Course,So Amazing Java Course,positive
Java Tutorial: Variables and Data Types in Java Programming,@shivaay.4565,"amazing java course <a href=""http://www.youtube.com/results?search_query=%23harry"">#HARRY</a> BHAI",amazing java course HARRY BHAI,positive
Java Tutorial: Variables and Data Types in Java Programming,@ALLINONE-df6bw,Day 3 completed Harry bhaiii❤❤,Day 3 completed Harry bhaiii,neutral
Java Tutorial: Variables and Data Types in Java Programming,@ALLINONE-df6bw,2 to the power n divide by 2to 2 to the power n divide by two minus 1,2 to the power n divide by 2to 2 to the power n divide by two minus 1,negative
Java Tutorial: Variables and Data Types in Java Programming,@GauravKushwaha-ef5ww,amazing java course sir,amazing java course sir,positive
Java Tutorial: Variables and Data Types in Java Programming,@lokeshchandrachaudhary3703,-(2^(n*8))/2 to   (2^(n*8))/2 -1,2n82 to 2n82 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@subratmohanty3415,Sir notes is only of 2 pages. Is it enough for reading?,Sir notes is only of 2 pages Is it enough for reading,neutral
Java Tutorial: Variables and Data Types in Java Programming,@thinkcreative8034,Why notes are not opening,Why notes are not opening,neutral
Java Tutorial: Variables and Data Types in Java Programming,@anvitnewalkar1682,Amazing Java course,Amazing Java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@amanbarnwal4796,"It it takes n bytes then, <br>        Value Range from -(2^8n)/2 to (2^8n)/2 -1",It it takes n bytes then Value Range from 28n2 to 28n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@debapriyaroy7943,"Sir, I have installed JAVA SE 20 windows version. But after running any program its&#39; showing error &quot;package system does not exist&quot; . May be I haven&#39;t installed it properly.. Please guide me.",Sir I have installed JAVA SE 20 windows version But after running any program its39 showing error quotpackage system does not existquot May be I haven39t installed it properly Please guide me,neutral
Java Tutorial: Variables and Data Types in Java Programming,@altamashmaniyar3892,Lecture  -3 completed <br>8 June 2023,Lecture 3 completed 8 June 2023,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Ironman---,"AJC<a href=""UCkszU2WH9gy1mb0dV-11UJg/ePgfY-K2Kp6Mr8oP1oqAwAc""></a>",AJC,neutral
Java Tutorial: Variables and Data Types in Java Programming,@ManojVerma-mx3vv,notes kidr hai bhai link me to videos ke playlist mil rahe hai,notes kidr hai bhai link me to videos ke playlist mil rahe hai,neutral
Java Tutorial: Variables and Data Types in Java Programming,@amaan548,Can we use blue j,Can we use blue j,neutral
Java Tutorial: Variables and Data Types in Java Programming,@airplanegyan,Amazing Java Course,Amazing Java Course,positive
Java Tutorial: Variables and Data Types in Java Programming,@fahadzargar3581,Amazing Harry!,Amazing Harry,positive
Java Tutorial: Variables and Data Types in Java Programming,@shreyamishra1437,Thanks you sir 👍,Thanks you sir,positive
Java Tutorial: Variables and Data Types in Java Programming,@Tennischamp21,Amazing Java Course,Amazing Java Course,positive
Java Tutorial: Variables and Data Types in Java Programming,@anmolpandey3874,(2^n)/2 to [(2^n)/2-1],2n2 to 2n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@vivekkurmiex2826,-2^(n-1)to (2)^(n-1)-1,2n1to 2n11,neutral
Java Tutorial: Variables and Data Types in Java Programming,@amaansayed4643,- (2^8n)/2 to (2^8n)/2 -1,28n2 to 28n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@JACK96408,Amazing java lesson,Amazing java lesson,positive
Java Tutorial: Variables and Data Types in Java Programming,@tvsclasses3581,-(2^n*8) /2 to (2^n*8) /2-1,2n8 2 to 2n8 21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@mr_shahzaibmalik8514,Amazing java course😊,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@trushantkose2277,Amazing java course Harry bhaiyya thank you for this,Amazing java course Harry bhaiyya thank you for this,positive
Java Tutorial: Variables and Data Types in Java Programming,@ImortalSoul,Sir java sikhane ke bad kya,Sir java sikhane ke bad kya,negative
Java Tutorial: Variables and Data Types in Java Programming,@parwejakhtar-kf6ci,🥰🥰🥰🥰🥰🥰🥰,,neutral
Java Tutorial: Variables and Data Types in Java Programming,@JeeLife_workout,Value ranges for n bytes is from -2n*8/2 to 2n*8/2-1,Value ranges for n bytes is from 2n82 to 2n821,neutral
Java Tutorial: Variables and Data Types in Java Programming,@nirajpatilpatil6432,-(2^8*n)/2,28n2,neutral
Java Tutorial: Variables and Data Types in Java Programming,@pkpavan4244,-(2^(8*n))/2 to (2^(8*n))/2^-1,28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@casualbeats964,-(2^8n)/2 to (2^8n)/2-1,28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@sharannarsingi7578,Value range formula:- <br>n bytes: <br>2^8*n<br>The range is: <br>-(2^8*n)/2 to (2^8*n)/2 - 1,Value range formula n bytes 28nThe range is 28n2 to 28n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@IITianTaniya,General formula -----&gt;  -(2^8n)/2  to (2^8n)/2 -1  [n be a any natural number],General formula gt 28n2 to 28n2 1 n be a any natural number,positive
Java Tutorial: Variables and Data Types in Java Programming,@admiralxman2438,-{(2^8n)/2}  to{ (2^8n)/2}-1,28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@vanshkhandelwal6710,harry bro totally nailed it,harry bro totally nailed it,neutral
Java Tutorial: Variables and Data Types in Java Programming,@rockit3818,-(2^8n)/2 to [(2^8n)/2] - 1,28n2 to 28n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@unnikrishnansa2059,Amazing java course.,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@rockit3818,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@movieverse420,"<a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=1096"">18:16</a> -(2^n)/2 to (2^n)/2 - 1",1816 2n2 to 2n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@BhupendraJogi570,Amazing Java course ❤,Amazing Java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@Vinayadari,amazing java couse,amazing java couse,positive
Java Tutorial: Variables and Data Types in Java Programming,@RaghavSharma-ro3yw,Harrry tussi great ho,Harrry tussi great ho,positive
Java Tutorial: Variables and Data Types in Java Programming,@IITianTaniya,Amazing Java course 🤯🤯🤯🤯,Amazing Java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@mathemsam,Amazing jawa course,Amazing jawa course,positive
Java Tutorial: Variables and Data Types in Java Programming,@staytunesmaranika1435,Amazing Java course,Amazing Java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@soamraj29,Sir excellent ❤,Sir excellent,positive
Java Tutorial: Variables and Data Types in Java Programming,@aashutoshingle122,System.out.println(&quot;#3&quot;);,Systemoutprintlnquot3quot,neutral
Java Tutorial: Variables and Data Types in Java Programming,@RIWAJDEV,Better than college teachers .,Better than college teachers,positive
Java Tutorial: Variables and Data Types in Java Programming,@omdeshmukh6217,((-2^(8n))/2) to ((2 ^(8n))/2) - 1,28n2 to 2 8n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@user-yz8zh6ut9w,if we take n bytes then the answer in the case of long data type is this :-<br>-2^8n/2 to 2^8n/2-1,if we take n bytes then the answer in the case of long data type is this 28n2 to 28n21,negative
Java Tutorial: Variables and Data Types in Java Programming,@enamul_990,Thanks for teaching Harry Potter,Thanks for teaching Harry Potter,positive
Java Tutorial: Variables and Data Types in Java Programming,@enamul_990,Nice video Harry Potter,Nice video Harry Potter,positive
Java Tutorial: Variables and Data Types in Java Programming,@user-yz8zh6ut9w,Amazing JAVA Progame,Amazing JAVA Progame,positive
Java Tutorial: Variables and Data Types in Java Programming,@all_in_one_point_,amazing JAVA,amazing JAVA,positive
Java Tutorial: Variables and Data Types in Java Programming,@zesrabtanjeelkhan377,-2^(N*8/2) to 2^(N*8/2) - 1,2N82 to 2N82 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@enamul_990,Amazing Java course,Amazing Java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@piyushyadav098,-(2 to the power 8n) /2 to (2) to the power 8n/2 -1,2 to the power 8n 2 to 2 to the power 8n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Gaming__kratos,-(2⁸ñ)/2 to (2⁸ñ)-1,22 to 21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@spssamratbhai7939,-(2^8n)/2 to (2^8n)/2 -1,28n2 to 28n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@priyadarshiutkarsh,-(2^8n/2) to (2^8n/2-1),28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@rajkewat712,-(2^n)/2 to (2^n)/2-1,2n2 to 2n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@luckytheracer26,System.out.print(&quot;amazing java course&quot;);,Systemoutprintquotamazing java coursequot,neutral
Java Tutorial: Variables and Data Types in Java Programming,@user-un6uy9dq2t,correct answer  of question :- timing 18 : 18 is  {  - (2^8n-1)/2 to (2^8n-1)\2 - 1 },correct answer of question timing 18 18 is 28n12 to 28n12 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@aboard5586,-2^(n-1) to 2^(n-1) - 1,2n1 to 2n1 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@somanathgavade-jh1nd,Bhai notes nahi open ho rahe hai....?😞,Bhai notes nahi open ho rahe hai,neutral
Java Tutorial: Variables and Data Types in Java Programming,@SRIZM_Gamers,"<a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=1098"">18:18</a><br>For  n  bytes ,  the  formula  is   - [ 2 ^ 8 ( n ) ] / 2  to  ( [ 2 ^ 8 ( n ) ] / 2 )  - 1<br>where  n = 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , ............... n",1818 For n bytes the formula is 2 8 n 2 to 2 8 n 2 1 where n 0 1 2 3 4 5 6 7 8 n,neutral
Java Tutorial: Variables and Data Types in Java Programming,@chauhanprince3,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@akshatchaturvedi7407,05/07/23 - Day 1 --&gt; Lecture 3 done ✅,050723 Day 1 gt Lecture 3 done,neutral
Java Tutorial: Variables and Data Types in Java Programming,@akshitsachdeva8262,formula id n bytes r taken -: -(2power8n)/2 to (2power8n)/2 - 1,formula id n bytes r taken 2power8n2 to 2power8n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@ishangaming8521,amazing java tutorial,amazing java tutorial,positive
Java Tutorial: Variables and Data Types in Java Programming,@rajankumardubey7235,Nice sir.,Nice sir,positive
Java Tutorial: Variables and Data Types in Java Programming,@aadarshojha2145,Amaging java code,Amaging java code,neutral
Java Tutorial: Variables and Data Types in Java Programming,@jayantnigam4423,How I&#39;ll get the all notes...<br>I only got the first videos notes....... How I&#39;ll get the remaining notes?????,How I39ll get the all notesI only got the first videos notes How I39ll get the remaining notes,positive
Java Tutorial: Variables and Data Types in Java Programming,@harsh4037,Amazing course 🙌🙌,Amazing course,positive
Java Tutorial: Variables and Data Types in Java Programming,@easygaming3976,formula :-----&gt;   let n bites then range will be      -( (2^8n)/2) to ( ((2^8n)/2)-1 ),formula gt let n bites then range will be 28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@epicplayz4562,- (2^n*8)/2 to [(2^n*8)/2]-1,2n82 to 2n821,neutral
Java Tutorial: Variables and Data Types in Java Programming,@CtrlAbhi,Bhai grda smjh aaya Maine graduation Physics se honours se kia hu or ab Mai MCA krne ja rha directly so mujhe zero se sikhni h sb kuch or suggestions h to btao Aap!,Bhai grda smjh aaya Maine graduation Physics se honours se kia hu or ab Mai MCA krne ja rha directly so mujhe zero se sikhni h sb kuch or suggestions h to btao Aap,positive
Java Tutorial: Variables and Data Types in Java Programming,@asaryan2942,-(2^(8n-1)) to  2^(8n-1) -1,28n1 to 28n1 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@nikhilmehta2970,(n^16)/2,n162,neutral
Java Tutorial: Variables and Data Types in Java Programming,@umakantamohapatra9948,How to download the notes,How to download the notes,neutral
Java Tutorial: Variables and Data Types in Java Programming,@mansingh9884,Where to download the notes sir ?,Where to download the notes sir,neutral
Java Tutorial: Variables and Data Types in Java Programming,@user-hu1el8le7e,Thanks for the help. this videos are very important for bearers.👍👍,Thanks for the help this videos are very important for bearers,positive
Java Tutorial: Variables and Data Types in Java Programming,@user-pj2cf1ti9v,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@mayankrajoriya4286,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@shashankagarwal9643,Amazing Java course 😁😁😁👏👏,Amazing Java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@anjugupta654,Sir plz help me <br>Mere code mai error a rhi h,Sir plz help me Mere code mai error a rhi h,negative
Java Tutorial: Variables and Data Types in Java Programming,@techjunior-lk3up,2^8n\2-1,28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@vyankateshyadav4570,2*8n/2,28n2,neutral
Java Tutorial: Variables and Data Types in Java Programming,@RD-fb7rr,Yaha esa koi jo ya lecture padhna ke bad uski job lagi ho,Yaha esa koi jo ya lecture padhna ke bad uski job lagi ho,negative
Java Tutorial: Variables and Data Types in Java Programming,@vprasantkumar4571,Amazing video😊,Amazing video,positive
Java Tutorial: Variables and Data Types in Java Programming,@HassanShah-ks3ri,Amazing java code,Amazing java code,positive
Java Tutorial: Variables and Data Types in Java Programming,@Sheladiya_Rens.-,N bytes formula<br><br>2^8 (2^8)^N-1,N bytes formula28 28N1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@SwetaRasoi,-(2^8n)/2 to (2^8n/2)-1,28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@himanshisharma9525,Awesome video and i am that person who wants to do more but concentration power is 0 but because of you i am trying to learn it&#39;s very interesting thank you so much for this tutorial 🐱🐱😊😅,Awesome video and i am that person who wants to do more but concentration power is 0 but because of you i am trying to learn it39s very interesting thank you so much for this tutorial,positive
Java Tutorial: Variables and Data Types in Java Programming,@s_ridey_0001,-(2^8n)/2 to (2^8n)/2-1<br>thanks for playlist,28n2 to 28n21thanks for playlist,neutral
Java Tutorial: Variables and Data Types in Java Programming,@shrutiagrawal1395,Amazing Java course and thank you sir 😊 👏🎉,Amazing Java course and thank you sir,positive
Java Tutorial: Variables and Data Types in Java Programming,@vast-o-lord1460,mast,mast,neutral
Java Tutorial: Variables and Data Types in Java Programming,@NITESHKUMARSAHU-vo9ge,Amazing Java programming,Amazing Java programming,positive
Java Tutorial: Variables and Data Types in Java Programming,@memestomeme5566,For n bytes <br>Value range from <br>- (2^n×8)/2 to (2^n×8)/2 -1,For n bytes Value range from 2n82 to 2n82 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@sakshiukey1326,-(2^n*8)/2  to  (2^n*8)/2-1,2n82 to 2n821,neutral
Java Tutorial: Variables and Data Types in Java Programming,@ishitadarji6326,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@MuhammadAbbas-fy6yr,Amazing Java Course Thanks Harry Bhai,Amazing Java Course Thanks Harry Bhai,positive
Java Tutorial: Variables and Data Types in Java Programming,@WorldMusicString01,amazing java,amazing java,positive
Java Tutorial: Variables and Data Types in Java Programming,@sarikadake715,Amazing sir🎉🎉,Amazing sir,positive
Java Tutorial: Variables and Data Types in Java Programming,@devarajms8044,System.out.println(&quot;I am Satisfied with the Course &quot;);,SystemoutprintlnquotI am Satisfied with the Course quot,positive
Java Tutorial: Variables and Data Types in Java Programming,@prafullshukla7923,-(2^8n)/2 to {(2^8n)/2}-1,28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@bharathraj259,Amazing java program,Amazing java program,positive
Java Tutorial: Variables and Data Types in Java Programming,@user-ve6hf4kz1d,amazing course,amazing course,positive
Java Tutorial: Variables and Data Types in Java Programming,@harshabhoge8798,"Sir, how to run Java program in Android mobile??",Sir how to run Java program in Android mobile,neutral
Java Tutorial: Variables and Data Types in Java Programming,@prernadubey9484,Amazing Java course harry bhai,Amazing Java course harry bhai,positive
Java Tutorial: Variables and Data Types in Java Programming,@samratshukla3559,Amazing Java course...,Amazing Java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@harshabhoge8798,Amazing Java course 👍👍👍,Amazing Java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@arpitpatel4661,Thx sir ❤,Thx sir,neutral
Java Tutorial: Variables and Data Types in Java Programming,@syedraheem7092,amazing video,amazing video,positive
Java Tutorial: Variables and Data Types in Java Programming,@kartzie232,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@mujtabaajani9449,best teacher ever,best teacher ever,positive
Java Tutorial: Variables and Data Types in Java Programming,@user-zv7bm2lc5b,Generalised formula fo ranges  is       :        -(2^n*8)/2 to (2^n*8)/2-1       where n is number of bytes,Generalised formula fo ranges is 2n82 to 2n821 where n is number of bytes,neutral
Java Tutorial: Variables and Data Types in Java Programming,@crazywhale9386,bhai mai jb bhi program run kr raha  hu to built failed aa raha h to ye kaise thik hoga?,bhai mai jb bhi program run kr raha hu to built failed aa raha h to ye kaise thik hoga,negative
Java Tutorial: Variables and Data Types in Java Programming,@s0ulvx45,_(2 8n)/2 to (2 8n)/2 _1,2 8n2 to 2 8n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@-th-CShubhamVarma,2n*8/2 to 2n*8/2,2n82 to 2n82,neutral
Java Tutorial: Variables and Data Types in Java Programming,@user-hm3hf5ch8j,Sir  the formula for n bytes is 2 raised to the power 8n /2  to 2 raised to the power 8n /2  -1,Sir the formula for n bytes is 2 raised to the power 8n 2 to 2 raised to the power 8n 2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@shahidrodde,It&#39;s amazing 😍😍,It39s amazing,positive
Java Tutorial: Variables and Data Types in Java Programming,@jeeprep-2024,"<a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=1100"">18:20</a>  -(2^8n)/2 to (2^8n)/2-1",1820 28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@user-jl3xi3lu8i,Amzaing  java Course❤,Amzaing java Course,neutral
Java Tutorial: Variables and Data Types in Java Programming,@user-fo1fd6ht1v,-(2^n*8)/2 to (2^n*8)/2 - 1,2n82 to 2n82 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@allaboutfood.,Amazing java course !,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@ayushsonkar9724,AMAZING JAVA COURSE,AMAZING JAVA COURSE,positive
Java Tutorial: Variables and Data Types in Java Programming,@arz1931,FORMULA FOR N BYTES = 2^n/2-2^n/2-1,FORMULA FOR N BYTES 2n22n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@arjun12495,-2^8n/2 to 2^8n/2 - 1,28n2 to 28n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@rajsolat5828,-(2)^n×8%2 to ((2)^n×8)%2-1,2n82 to 2n821,neutral
Java Tutorial: Variables and Data Types in Java Programming,@shreyarai638,amazing java course....,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@harsheditz27,I have no any PC or laptop then what can I do 😞,I have no any PC or laptop then what can I do,neutral
Java Tutorial: Variables and Data Types in Java Programming,@cute_comedyTasauvarAnsari,-2^(n-1) to 2^(n-1)-1,2n1 to 2n11,neutral
Java Tutorial: Variables and Data Types in Java Programming,@pinkusoli,U are amazing. I watched your 3 videos in a row and did not find them boring at all.,U are amazing I watched your 3 videos in a row and did not find them boring at all,negative
Java Tutorial: Variables and Data Types in Java Programming,@tanishbro9846,notes,notes,neutral
Java Tutorial: Variables and Data Types in Java Programming,@mann8271,Amazing java code,Amazing java code,positive
Java Tutorial: Variables and Data Types in Java Programming,@shriharibelagali3447,-2^(8)N/2 to2^(8)N/2,28N2 to28N2,neutral
Java Tutorial: Variables and Data Types in Java Programming,@saweramalik6193,Amazing Excellent😊,Amazing Excellent,positive
Java Tutorial: Variables and Data Types in Java Programming,@Piyush-gupta5432,U r awesome bhyia❤,U r awesome bhyia,positive
Java Tutorial: Variables and Data Types in Java Programming,@user-zv7bm2lc5b,Amazing Java Course,Amazing Java Course,positive
Java Tutorial: Variables and Data Types in Java Programming,@SirNikolaTesla_369,2^8n/2 to 2^8n/2-1,28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@giga-chadsingh8727,Amazing Java course,Amazing Java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@DK-js8cz,"for n bytes, the formula is -(2**8n-1) to (2**8n-1)-1",for n bytes the formula is 28n1 to 28n11,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Adnan_rising,-(2^n*8)/2 to (2^n*8)/2-1,2n82 to 2n821,neutral
Java Tutorial: Variables and Data Types in Java Programming,@saniakhan11cpcm10,2 power n into 8 whole devided by 2,2 power n into 8 whole devided by 2,positive
Java Tutorial: Variables and Data Types in Java Programming,@garvsingh8365,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@vekariyajay5989,-2^8n/2  to   2^8n/2-1,28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@dhruvchourey9405,Sir notes nai mil rhe he website pr,Sir notes nai mil rhe he website pr,neutral
Java Tutorial: Variables and Data Types in Java Programming,@khenikeyur7607,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@adrush,-(2²*n)/2 to (2²*n)/2 - 1,2n2 to 2n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@SCARZO369,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@FactFinder4030,☹️,,neutral
Java Tutorial: Variables and Data Types in Java Programming,@prateeksrivastava1071,-(2^8n)/2 to ((2^8n)/2)-1,28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Bikramrajak9954,Variable and datatypes ka pdf nhi mil rha he sir,Variable and datatypes ka pdf nhi mil rha he sir,neutral
Java Tutorial: Variables and Data Types in Java Programming,@debojyoti4678,-(2^8n/2)   to    {(2^8n/2)-1},28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@arjunuzumaki2865,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@girijasaky1715,N bytes -(2)^n/2 to(2)^n/2-1,N bytes 2n2 to2n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@PiyushKumar-ey8ub,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@codewithlegend623,notes ka lik kidher hai,notes ka lik kidher hai,neutral
Java Tutorial: Variables and Data Types in Java Programming,@user-un9tn7hh8b,doing a good job iam studiyng in algoma uni this vedio is very fruitful for me thnkss,doing a good job iam studiyng in algoma uni this vedio is very fruitful for me thnkss,positive
Java Tutorial: Variables and Data Types in Java Programming,@shambhavinayak4158,-((2^8n)/2) to ((2^8)/2)-1,28n2 to 2821,neutral
Java Tutorial: Variables and Data Types in Java Programming,@harshbajpai6905,amazing,amazing,positive
Java Tutorial: Variables and Data Types in Java Programming,@ALCYONIUS,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@mr.thermistr9903,"<a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=1100"">18:20</a> (-2^n/2) to (2^n/2)-1",1820 2n2 to 2n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@mr.thermistr9903,Amazing Java Course.,Amazing Java Course,positive
Java Tutorial: Variables and Data Types in Java Programming,@priyanshurathore4525,2^n to 2^n-1,2n to 2n1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@krishnashukla644,"[2^(8n-1),  2^(8n-1) - 1]",28n1 28n1 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Gosht_Era,Amezing java learning,Amezing java learning,neutral
Java Tutorial: Variables and Data Types in Java Programming,@knowledgeofislam5938,Amazing java course,Amazing java course,positive
